entity,target_lang,translation
Count of Flanders,th,เคานต์แห่งแฟลนเดอส์
Maussollos,th,Maussollos
Mausoleum of Maussollos,th,สุสานแห่งฮาลิคาร์นัสเซิส
The Spiderwick Chronicles,th,The Spiderwick Chronicles
I Am Losing Weight,th,ยาฮูเดยู
Abbey of Fontenay,th,อารามฟงต์แน
A Portrait of the Artist as a Young Man,th,ภาพชีวิตวัยเยาว์ของศิลปิน
Rozala,th,สมเด็จพระราชินีโรซาลาแห่งอิตาลี
Italy,th,ประเทศอิตาลี
The Naked Sun,th,นครสุริยะ
Seventeen Moments of Spring,th,เซมนัดซัตมกโนเวนีย์เวสนืย
The Subtle Knife,th,The Subtle Knife
Gustav,th,Gustav
Vasa,th,วอซา
Louis Joseph,th,Louis Joseph
The Chronicles of Narnia: The Voyage of the Dawn Treader,th,อภินิหารตำนานแห่งนาร์เนีย ตอน ผจญภัยโพ้นทะเล
Andrey Yeryomenko,th,อันเดรย์ เยเรเมนโก
Soviet Union,th,สหภาพโซเวียต
Vasily Blyukher,th,วาซีลี บลูย์เคียร์
The Caves of Steel,th,นครโลหะ
Blade of the Phantom Master,th,ตุลาการทมิฬ
Buddhas of Bamiyan,th,พระพุทธรูปแห่งบามียาน
The World Is Yours,th,The World Is Yours
Blood Quran,th,อัลกุรอานเลือด
Qur'an,th,อัลกุรอาน
Leafie,th,Leafie
South Korean,th,ฟุตบอลทีมชาติเกาหลีใต้
"Leafie, A Hen into the Wild",th,ลิฟฟี่ คู่ซี้ป่าเนรมิตร
The Lightning Thief,th,เพอร์ซีย์ แจ็กสัน กับสายฟ้าที่หายไป
The Hunt for Red October,th,The Hunt for Red October
Perry the Platypus,th,แพร์รี่เจ้าตุ่นปากเป็ด
Phineas and Ferb,th,ฟีเนียสกับเฟิร์บ
Sultan Mehmet Fatih Mosque,th,Sultan Mehmet Fatih Mosque
Pristina,th,Pristina
Epistle to the Philippians,th,จดหมายนักบุญเปาโลถึงชาวฟิลิปปี
Jesus,th,Jesus
Song of Songs,th,พระธรรมเพลงสดุดี
Bible,th,คัมภีร์ไบเบิล
Notification Series,th,Notification เตือนนัก..รักซะเลย
Princess Eugénie,th,เจ้าหญิงยูจีนีแห่งยอร์ก
Sweden,th,ประเทศสวีเดน
Yūka Nishio,th,ยูกะ นิชิโอะ
The Thief Lord,th,The Thief Lord
Uncle Boonmee,th,ลุงบุญมีระลึกชาติ
Past Lives,th,Past Lives
King Wu of Qin,th,พระเจ้าฉินอู่
Qin Dynasty,th,ราชวงศ์ฉิน
Qin,th,Qin
Schwerin Castle,th,ปราสาทชเวรีน
Maria Feodorovna,th,จักรพรรดินีมารีเยีย ฟอโดรอฟนาแห่งรัสเซีย
Russian,th,ภาษารัสเซีย
Goddess of Democracy,th,เทพีประชาธิปไตย
Three Character Classic,th,คัมภีร์สามอักษร
No Motherland Without You,th,ไม่มีมาตุภูมิที่ปราศจากคุณ (เพลง)
The Universe,th,เอกภพ
Cloudy with a Chance of Meatballs,th,มหัศจรรย์ลูกชิ้นตกทะลุมิติ
Kraken,th,Kraken
Kraken: Tentacles of the Deep,th,ล่าสมบัติ อสูรกายสมุทร
BL Metamorphosis,th,ระเบียงพักใจ สายใยผูกพัน
Ong Bak 2,th,องค์บาก 2
Yugi Mutou,th,มุโต้ ยูกิ
Henry V,th,พระเจ้าเฮนรีที่ 5 แห่งอังกฤษ
Count Palatine of the Rhine,th,Count Palatine of the Rhine
Queen Nanasipauʻu,th,สมเด็จพระราชินีนานาซีเปาอู ตูกูอาโฮ
Tonga,th,ประเทศตองงา
Prince Frederick,th,Prince Frederick
Prussia,th,ราชอาณาจักรปรัสเซีย
Prince Frederick of Prussia,th,เจ้าชายเฟรเดอริกแห่งปรัสเซีย
Legend of the Sun King,th,Legend of the Sun King
Sun King,th,พระเจ้าหลุยส์ที่ 14 แห่งฝรั่งเศส
Detective Conan: The Eleventh Striker,th,ปริศนาระทึก-ศึกลูกหนังมรณะ
Kingdom of Clouds,th,Kingdom of Clouds
Hebrew Bible,th,คัมภีร์ฮีบรู
Helsinki Cathedral,th,อาสนวิหารเฮลซิงกิ
Till Eulenspiegel,th,ทิล อ็อยเลินชปีเกิล
Two Trees of Valinor,th,ทวิพฤกษาแห่งวาลินอร์
Tolkien,th,เจ. อาร์. อาร์. โทลคีน
The Man in the High Castle,th,The Man in the High Castle
Monument to the Revolution,th,อนุสรณ์สถานการปฏิวัติของประชาชนแห่งมอสลาวีนา
Moslavina,th,Moslavina
Norwich Cathedral,th,มหาวิหารนอริช
Ti Tzu Kui,th,กฎของผู้เป็นศิษย์
The Fountains of Paradise,th,สู่สวรรค์
White House,th,กาซาบล็องกา
Harry Potter and the Order of the Phoenix,th,แฮร์รี่ พอตเตอร์กับภาคีนกฟีนิกซ์
Kipo,th,คิโปกับยุคของวันเดอร์บีทส์
Age of Wonderbeasts,th,Age of Wonderbeasts
Kipo and the Age of Wonderbeasts,th,คิโปกับยุคของวันเดอร์บีทส์
Princess Benedikte,th,เจ้าหญิงเบเนดิกเทอแห่งเดนมาร์ก
The East Is Red,th,บูรพาแดง
Saint Sophia Cathedral,th,อาสนวิหารนักบุญโซเฟีย
Kyiv,th,เคียฟ
Little Women,th,Little Women
To Tell the Truth,th,To Tell the Truth
Romeo and Juliet,th,Romeo and Juliet
Sergei Prokofiev,th,เซียร์เกย์ โปรโคเฟียฟ
Pan Chakri,th,เจ้าพระยาโกษาธิบดี
Chao Phraya Kosathibodi,th,เจ้าพระยาโกษาธิบดี
Siamese society,th,Siamese society
The Martian Chronicles,th,จดหมายเหตุจากชาวอังคาร
Scooby's All-Star Laff-A-Lympics,th,กีฬาฮาเฮ
The Carnival of the Animals,th,ขบวนพาเหรดของสัตว์
March,th,March
March 0,th,0 มีนาคม
Geonosis,th,จีโอโนซิส
Jedi,th,เจได
Huaisheng Mosque,th,มัสยิดหฺวายเชิ่ง
Guangdong,th,มณฑลกวางตุ้ง
Reichstag,th,อาคารไรชส์ทาค
Memorial to the Murdered Members of the Reichstag,th,อนุสรณ์แด่สมาชิกไรชส์ทาคที่ถูกฆาตกรรม
Basilica of St. Sernin,es,basílica de San Sernín
white wine,es,vino blanco
red wine,es,vino tinto
grapes,es,uva
"The General Theory of Employment, Interest and Money",es,"Teoría general del empleo, el interés y el dinero"
Bling Empire,es,El imperio de la ostentación
Florence Charterhouse,es,La cartuja de Florencia
Italy,es,Italia
The Lost Pirate Kingdom,es,El reino perdido de los piratas
Chibi Vampire,es,Karin (manga)
capelli d'angelo,es,Cabello de ángel (pasta)
The Longest Night,es,Vanquish (película)
Spanish,es,español
vanilla extract,es,extracto de vainilla
grocery store,es,tienda de alimentos
chicken,es,pollo
shrimp,es,gamba
fried rice,es,arroz frito
regular steamed rice,es,regular steamed rice
Putna Monastery,es,Monasterio de Putna
Understanding Comics,es,Entender el cómic: El arte invisible
Virgin of Almudena,es,Virgen de la Almudena
Almudena,es,Almudena
House of Tolerance,es,Casa de tolerancia
Why Didn't They Ask Evans?,es,La trayectoria del bumerán
Canon,es,Canon
Canon EF-S,es,Montura Canon EF-S
Canon DSLRs,es,Canon DSLRs
She,es,Sheffield
Allan,es,Allan
Henry Rider Haggard,es,H. Rider Haggard
The Snow Queen,es,The Snow Queen
Asterix and the Big Fight,es,El golpe de menhir
Universal History of Infamy,es,Universal History of Infamy
A Universal History of Infamy,es,Historia universal de la infamia
Symphony No. 9,es,Sinfonía n.º 9
Prince Gabriel,es,Prince Gabriel
Belgium,es,Bélgica
The 120 Days of Sodom,es,Los 120 días de Sodoma
Distant Drums,es,Tambores lejanos
Asterix,es,Asterix
Asterix and the Great Crossing,es,La gran travesía
Dragon Ball Z,es,Dragon Ball Z
Bojack Unbound,es,Ginga Giri-Giri!! Butchigiri no sugoi yatsu
Noah's Ark,es,Noah's Ark
Mount Ararat,es,Monte Ararat
The Lord of the Rings: The Fellowship of the Ring,es,El Señor de los Anillos: la Comunidad del Anillo
Armenian Cathedral of the Holy Cross,es,Catedral Armenia de la Santa Cruz
Armenian,es,armenio
"Camelia, La Tejana",es,"Camelia, la texana"
Camelia,es,Camelia
La Tejana,es,La Tejana
Grigory Shelikhov,es,Grigori Shélijov
Moscow,es,Moscú
Yaroslavsky railway station,es,Yaroslavsky railway station
Moscow Yaroslavsky railway station,es,Estación Yaroslavski
Yaroslavsky,es,Yaroslavsky
Peter Antonovich,es,Peter Antonovich
Brunswick,es,Brunswick
Golden Gate,es,Golden Gate
Kyiv,es,Kiev
Ukraine,es,Ucrania
Studenica monastery,es,monasterio de Studenica
Serbia,es,Serbia
Age of Feeling,es,Inspiring Generation
Tsaritsyno Park,es,Tsarítsino
Grand Choral Synagogue,es,Gran Sinagoga Coral de San Petersburgo
Salic law,es,Ley Sálica
Frankish,es,Frankish
One in one!,es,Один в один
Russian,es,ruso
Oakland,es,Oakland
California,es,California
Berlin Cathedral,es,Catedral de Berlín
Mihrimah Edirnekapı Mosque,es,Mezquita de Mihrimah
Turkey,es,Turquía
The Wonderful Galaxy of Oz,es,La maravillosa galaxia de OZ
Cuthbert Calculus,es,Silvestre Tornasol
Theresa Benedicta,es,Teresa Benedicta de Baviera
Bavaria,es,Baviera
Jamkaran Mosque,es,Mezquita Jamkaran
county,es,condado de China
Egyptian,es,egipcio
Pakdam Pakdai,es,Perro y Ratons
Symphony No. 12,es,Sinfonía n.º 12
String Quartet No. 12,es,Cuarteto de cuerda n.º 12
chocolate liquor,es,masa de cacao
chocolate syrup,es,sirope de chocolate
Book of the Dead,es,Book of the Dead
Codex Vigilanus,es,Códice Vigilano
Justice League Watchtower,es,Torre de vigilancia de la Liga de la Justicia
Suleiman Istanbul Mosque,es,Suleiman Istanbul Mosque
Turkish,es,turco
Istanbul,es,Estambul
Imam Reza Shrine,es,santuario del Imán Reza
Tokyo Tower,es,Torre de Tokio
banana flour,es,Harina de banana
Saint Catherine Monastery,es,Monasterio de Santa Catalina del Monte Sinaí
Egypt,es,Egipto
Anichkov Palace,es,Palacio Anichkov
Temple Mount,es,Monte del Templo
Old City,es,Old City
Jerusalem,es,Jerusalén
Almost Naked Animals,es,Animales en calzones
elevator operators,es,elevator operators
elevator operator,es,ascensorista
Central Academic Theatre,es,Teatro del Ejército Ruso
Russian Army,es,Fuerzas Terrestres de Rusia
Central Academic Theatre of the Russian Army,es,Teatro del Ejército Ruso
Damocles,es,Damocles
Sword of Damocles,es,Sword of Damocles
The X-Files,es,The X-Files
season 10,es,Acapulco Shore (temporada 10)
The New Adventures of Huckleberry Finn,es,Las nuevas aventuras de Huckleberry Finn
Streets of Laredo,es,Streets of Laredo
First Order,es,primera orden
Galactic Empire,es,Galactic Empire
Scaredy Squirrel,es,Ardilla Miedosa
Mar Mattai monastery,es,Monasterio de Mar Mattai
Guards!,es,Guards!
Guards! Guards!?,es,Guards! Guards!?
Twelve Collegia,es,Doce Colegios de San Petersburgo
Symphonic Dances,es,Danzas sinfónicas
Piccolino no Bōken,es,Las aventuras de Pinocho (anime)
Piccolino,es,Piccolino
Bōken,es,Bokenham
An Ember in the Ashes,es,Una llama entre cenizas
Piano Concerto No. 2,es,Concierto para piano n.º 2
7 Little Johnstons,es,Una Gran Famlia
Priory of Sion,es,Priorato de Sion
The Savage Innocents,es,Los dientes del diablo
Moscow Conservatory,es,Conservatorio de Moscú
Darya Ursulyak,es,Daria Ursuliak
Henry I,es,Enrique I de Inglaterra
Portugal,es,Portugal
Symphony No. 3,es,Sinfonía n.º 3
Symphony No. 31,es,Sinfonía n.º 31
wheat flour,es,harina de trigo
Luke Skywalker,es,Luke Skywalker
Death Star,es,Death Star
Yavin,es,Yavin
Star Wars,es,Star Wars
Symphony No. 37,es,Sinfonía n.º 37
Iru Mugan,es,Irumugan
Isabella of Aragon,es,Isabel de Aragón
Aragon,es,Aragon
Tromsø Cathedral,es,Catedral de Tromsø
Tromsø,es,Tromsø
Symphony No. 4,es,Symphony No. 4
Tchaikovsky,es,Piotr Ilich Chaikovski
palm oil,es,aceite de palma
Sergei Aleinik,es,Serguéi Aleinikov
Big Bad Wolf,es,Big Bad Wolf
Berlin,es,Berlín
Berlin Mosque,es,Mezquita de Berlín
Fawzia Fuad,es,Fawzia de Egipto
Raphael,es,Raphael
Portrait of a Young Man,es,Retrato de un hombre joven
Smolenskoye Orthodox Cemetery,es,Cementerio Ortodoxo de Smolensk
Saint Petersburg,es,San Petersburgo
Russia,es,Rusia
Beloselsky-Belozersky Palace,es,Palacio Beloselski-Belozerski
Divertimento in E-flat,es,Divertimento para trío de cuerda
Mozart,es,Wolfgang Amadeus Mozart
String Sextet No. 1,es,Sexteto de cuerda n.º 1
Gallic,es,Gallica
French,es,francés
France,es,Francia
Heaven's Prisoners,es,Prisioneros del cielo
Mis 3 Hermanas,es,Mis tres hermanas
Trigger Warning,es,Material sensible: Cuentos breves y otras perturbaciones
Elizabeth of Bohemia,es,Isabel Estuardo
Koningshoeven Abbey,es,abadía de Koningshoeven
Violin Concerto,es,concierto para violín
Lonely Mountain,es,Erebor
Symphony No. 7,es,Sinfonía n.º 7
The Players,es,The Players Championship
Cello Sonata,es,Cello Sonata
Dmitry Ilovaysky,es,Dmitri Ilovaiski
Endor,es,Tierra Media
Battle of Endor,es,Batalla de Endor
Blood of Elves,es,La sangre de los elfos
4000 series,es,serie 4000
Marfo-Mariinsky Convent,es,Convento de Santa Marta y Santa María de Moscú
7400 series,es,Serie 7400
Clow Cards,es,Anexo:Cartas Clow
Symphony No. 8,es,Symphony No. 8
Shostakovich,es,Dmitri Shostakóvich
Quba Mosque,es,Mezquita de Quba
Saudi Arabia,es,Arabia Saudí
ancient Rome,es,Antigua Roma
Saint Petersburg Mosque,es,Mezquita de San Petersburgo
condensed milk,es,leche condensada
regular milk,es,regular milk
Saint Nicholas Cathedral,es,Catedral de San Nicolás
Novgorod,es,Nóvgorod
Amédée,es,Amédée
VeggieTales,es,VeggieTales
VeggieTales in the City,es,VeggieTales en la Cuidad
avocado oil,es,Aceite de aguacate
avocados,es,Palta
el pepe,es,José Mujica
Chinese mythology,es,mitología china
Five Emperors,es,Tres augustos y cinco emperadores
Afonso III,es,Alfonso III de Portugal
Makhachkala,es,Majachkalá
Makhachkala Grand Mosque,es,Mezquita de Majachkalá
Dagestan,es,Daguestán
Peter Sellers,es,Peter Sellers
The Fiendish Plot of Dr. Fu Manchu,es,El diabolico plan del Dr. Fu Manchú
Dr. Fu Manchu,es,Fu Manchú
The Fiendish Plot,es,El diabolico plan del Dr. Fu Manchú
I Will Fight No More Forever,es,No lucharé nunca más
Basilica of Our Lady of Guadalupe,es,Basílica de Santa María de Guadalupe
Mexican,es,México
American Restoration,es,Los Restauradores
Sanctuary of Arantzazu,es,Santuario de Aránzazu
Spain,es,España
Great Seal of France,es,Gran Sello de Francia
Al-Azhar Mosque,es,Mezquita de Al-Azhar
Islamic Cairo,es,El Cairo Histórico
Stavelot Abbey,es,Abadía de Stavelot
Nikolai Chernykh,es,Nikolái Chernyj
Soviet,es,Unión Soviética
Ukrainian,es,ucraniano
Lost Angels,es,Lost Angels
Otto III,es,Otón III del Sacro Imperio Romano Germánico
Gospels of Otto III,es,Evangeliario de Otón III
City of Ashes,es,Ciudad de ceniza
Mosque-Cathedral of Cordoba,es,Mezquita-catedral de Córdoba
Cordoba,es,Provincia de Córdoba
Monastery of Saint Macarius the Great,es,Monastery of Saint Macarius the Great
Saint Macarius,es,San Macario (multilingüismo)
The Return of the King,es,El retorno del Rey
San Telmo Museum,es,Museo San Telmo
Savage Land Mutates,es,Mutados de la Tierra Salvaje
Marvel Comics,es,Marvel Comics
Abbey of Saint-Gilles,es,abadía de Saint-Gilles
House of the Unions,es,Casa de los Sindicatos de Moscú
vanilla sugar,es,Azúcar vainillada
It's Already Yesterday,es,Un día sin fin
2004,es,2004
Giulio Manfredonia,es,Giulio Manfredonia
Quoations from Chairman Mao Tse-tung,es,Quoations from Chairman Mao Tse-tung
Chairman Mao Tse-tung,es,Chairman Mao Tse-tung
Quotations from Chairman Mao Tse-tung,es,Libro Rojo de Mao
The Fall of the Roman Empire,es,La caída del Imperio romano
Romeo,es,Romeo
Count Paris,es,Conde París
Romeo and Juliet,es,Romeo and Juliet
Juliet,es,Juliet
Round the Twist,es,La Familia Twist
The Hound,es,Sandor Clegane
serial port,es,puerto serie
Mister Terrific,es,Michael Holt
DC Comics,es,DC Comics
Nick Fury's Howling Commandos,es,Comandos Aulladores
Nick Fury,es,Nick Fury
Howling Commandos,es,Comandos Aulladores (personajes)
The Return of the Prodigal Parrot,es,El regreso del loro pródigo
mixed nuts,es,Mixed Nuts
Mariana & Scarlett,es,Hilos de amor
music,es,MusicBrainz
early music,es,música antigua
rose hips,es,escaramujo
The Barber of Siberia,es,El barbero de Siberia
Siberia,es,Siberia
Anatoly Dyatlov,es,Anatoli Diátlov
Chernobyl Nuclear Power Plant,es,central nuclear de Chernóbil
Chernobyl,es,accidente de Chernóbil
Bishkek Central Mosque,es,Mezquita Central de Biskek
Bishkek,es,Biskek
Big Thing,es,Big Thing
Boston-Edison Historic District,es,Distrito Histórico de Boston–Edison
Boston-Edison,es,Boston-Edison
milk powder,es,leche en polvo
people with lactose intolerance,es,people with lactose intolerance
fresh milk,es,fresh milk
International Statistical Classification of Diseases and Related Health Problems,es,CIE
Faisal Mosque,es,Mezquita Faisal
Islamabad,es,Islamabad
Pakistan,es,Pakistán
Captain Phoebus,es,Febo de Chateaupers
Victor Hugo,es,Victor Hugo
Symphony No. 10,es,Sinfonía n.º 10
croscarmellose sodium,es,Croscarmelosa de sodio
Who Killed My Father,es,Quién mató a mi padre
Easy Company,es,Compañía Easy
DC comics,es,DC Comics
Lost in Space,es,Perdidos en el espacio
Reto 4 elementos,es,Memo corral
Reto,es,Reto
Malak Hifni Nasif,es,Malak Ḥifnī Nāṣif
feminist movement,es,feminismo
Egyptian society,es,Egyptian society
Friar Laurence,es,Fray Lorenzo
Shakespeare,es,Shakespeare
Fire and Blood,es,Fuego y sangre
Türkmenbaşy Ruhy Mosque,es,Mezquita de Gypjak
Great Expectations,es,Grandes esperanzas
Magic for Humans,es,Magia para humanos
John I,es,John Ireland
Cleves,es,Cleves
Duke of Cleves,es,Ducado de Cléveris
Christopher Columbus,es,Cristóbal Colón
Columbus,es,Columbus
Sergey Lavrov,es,Serguéi Lavrov
Hard-Boiled Wonderland,es,El fin del mundo y un despiadado país de las maravillas
the End of the World,es,El fin del mundo
chocolate balls,es,chocolate balls
pastries,es,pastries
chocolate,es,Theobroma cacao
Globe Trekker,es,Planeta solitario
Catie's Amazing Machines,es,Catie Y Sus Maquinas Asombrosas
Historic Centre of Saint Petersburg,es,Centro Histórico de San Petersburgo
Elisabeth Christine,es,Elisabeth Christine
Brunswick-Wolfenbüttel,es,Principado de Brunswick-Wolfenbüttel
Prussia,es,Reino de Prusia
Aqsunqur Mosque,es,Mezquita de Aqsunqur
Milad Tower,es,Torre Milad
Justice League International,es,Liga de la Justicia Internacional
Justice League,es,Liga de la Justicia
William of Luneburg,es,Guillermo de Winchester
Luneburg,es,Lüneburg
The Cat in the Hat Knows a Lot About That!,es,El Gato Ensombrerado viaja por todos lados
The Cat in the Hat,es,El gato en el sombrero
Child of the Dark,es,Quarto de despejo
Alice in Wonderland,es,Alicia en el país de las pornomaravillas
1999,es,1999
Bhante Sujato,es,Sujāto
Bauhaus,es,Bauhaus
Lilienfeld Abbey,es,Monasterio de Lilienfeld
Lower Austria,es,Baja Austria
Ogier,es,Ogier
Dane,es,Dane
Mel Owen,es,Melanie Healy
EastEnders,es,EastEnders
Mosque of the Jinn,es,Mezquita de los genios
Mecca,es,Provincia de La Meca
Nocturnes,es,Nocturnos
Chopin,es,Chopin
Op. 48,es,Op. 48
Nikola,es,Nikola
Crown Prince of Montenegro,es,Crown Prince of Montenegro
Montenegro,es,Montenegro
onion powder,es,cebolla en polvo
fresh onions,es,fresh onions
Cat on a Hot Tin Roof,es,La gata sobre el tejado de zinc
The Dream Team,es,The Dream Team
white radish,es,rábano blanco
Emperor Ai,es,Ai Di
Han,es,Han
John Berchmans,es,Juan Berchmans
A Course in Miracles,es,Un Curso de Milagros
Helen Schucman,es,Helen Schucman
Pictures at an Exhibition,es,Cuadros de una exposición
The Wonderful Adventures of Nils,es,El maravilloso viaje de Nils Holgersson
Singer House,es,Casa Singer
Gatchina Palace,es,Palacio de Gátchina
Asterix and the Actress,es,Astérix y Latraviata
Actress,es,actor
The Company,es,Bayer 04 Leverkusen
The Man in the High Castle,es,The Man in the High Castle
Sins of My Father,es,Pecados de mi padre
Graham,es,Graham
The Hare with Amber Eyes,es,La liebre con ojos de ámbar
Warner Bros.,es,Warner Bros.
Spike the Bulldog,es,Spike the Bulldog
Chester the Terrier,es,Chester the Terrier
Sultan Ahmed Mosque,es,Mezquita Azul
Vazelon Monastery,es,Monasterio de Vazelon
Maçka,es,Maçka
Trabzon,es,Trebisonda
Saint Sophia Cathedral,es,Catedral de Santa Sofía
Chinook salmon,es,Oncorhynchus tshawytscha
Seventy-Two,es,72
Seventy-Two Letters,es,Setenta y dos letras
text file,es,documento de texto
computer files,es,computer files
The Oval Portrait,es,El retrato oval
N.V. Tsitsin Main Botanical Garden,es,Jardín Botánico N.V.Tsitsin
Mosque of Ibn Tulun,es,Mezquita de Ibn Tulun
Ibn Tulun,es,Ahmad ibn Tulun
Cathedral of the Archangel,es,Catedral del Arcángel Miguel
Turgot map,es,Plano de Turgot
Paris,es,París
Rising High,es,Fiebre del ladrillo
Sweden,es,Suecia
Minister for Defence,es,Ministro de Defensa de Suecia
Swedish,es,sueco
Steel Jeeg,es,El Vengador
Double Star,es,estrella doble
The Incredible and Sad Tale of Innocent Eréndia and Her Heartless Grandmother,es,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada
Gabriel García Márquez,es,Gabriel García Márquez
Genesius of Rome,es,Ginés de Roma
Rome,es,Roma
Midnight,es,Midnight
I Shall Wear Midnight,es,I Shall Wear Midnight
soybean sprouts,ja,大豆もやし
Asian,ja,アジア
Po Lin Monastery,ja,宝蓮禅寺
The Prize,ja,逆転 (映画)
"The Prize: The Epic Quest for Oil, Money, and Power",ja,石油の世紀 - 支配者たちの興亡（上下）
Saint Euthymius,ja,エフティミィ
Monastery of Saint Euthymius,ja,スパソ・エフフィミエフ修道院
Cello Concerto,ja,チェロ協奏曲
Mendelssohn,ja,フェリックス・メンデルスゾーン
Violin Concerto in E minor,ja,ヴァイオリン協奏曲
Egypt,ja,エジプト
The Marsh King's Daughter,ja,The Marsh King's Daughter
vanilla extract,ja,バニラエキス
Mario Viola,ja,Mario Viola
The Great Dictator,ja,独裁者
Love Twist,ja,愛のプレッツェル
Shut In,ja,Shut In
Archduke Wilhelm,ja,ヴィルヘルム・フォン・エスターライヒ
Austria,ja,オーストリア
I'm Old Enough,ja,はじめてのおつかい
Run Away,ja,逃亡
Duke Xian of Jin,ja,献公
The Negotiator,ja,交渉人
The Call of Cthulhu,ja,クトゥルフの呼び声
Duosi,ja,朶思大王
King Duosi,ja,朶思大王
Sherlock Hound,ja,名探偵ホームズ
Pepsi,ja,ペプシコ
Nōnai Poison Berry,ja,脳内ポイズンベリー
Victoria,ja,ヴィクトリア
Princess Royal,ja,Princess Royal
The Princess and the Pea,ja,エンドウ豆の上に寝たお姫さま
Embracing Love,ja,春を抱いていた
Nakhoda Masjid,ja,ナコダ・モスク
India,ja,インド
Devi-Bhagavata Purana,ja,デーヴィー・バーガヴァタ・プラーナ
Hindu culture,ja,Hindu culture
Hindu deities,ja,33神
March of Ukrainian Nationalists,ja,愛国者の行進
Ukrainian Nationalists,ja,Ukrainian Nationalists
The Last Days of Pompeii,ja,ポンペイ最後の日
Valley of the Shadow of Death,ja,死の陰の谷
Roger Fenton,ja,ロジャー・フェントン
Destination Moon,ja,めざすは月
Sénanque Abbey,ja,セナンク修道院
France,ja,フランス
Sankore Madrasah,ja,サンコーレ・マドラサ
Mali,ja,マリ共和国
Timbuktu,ja,トンブクトゥ州
The Lord of the Rings: The Fellowship of the Ring,ja,ロード・オブ・ザ・リング
Julie,ja,ジュリー
New Heloise,ja,New Heloise
The April Fools,ja,The April Fools（邦題：幸せはパリで）
Father's Little Dividend,ja,可愛い配当
William IV,ja,ウィリアム4世
Tales of Count Lucanor,ja,ルカーノル伯とパトローニオによる模範とすべき本
Count Lucanor,ja,Count Lucanor
Rhapsody on a Theme of Paganini,ja,パガニーニの主題による狂詩曲
Flight of the Bumblebee,ja,熊蜂の飛行
Tragic Overture,ja,悲劇的序曲
Snow Country,ja,雪国
Moskovsky railway station,ja,モスコーフスキー駅
Moskovsky,ja,Moskovsky
Sabre Dance,ja,剣の舞
Well-Manicured Man,ja,ウェル・マニキュアード・マン
X-Files,ja,Xファイル
Stroganov Palace,ja,ストロガノフ宮殿
Moscow,ja,モスクワ
garlic soup,ja,garlic soup
garlic,ja,ニンニク
Military Order of William,ja,Military Order of William
Kingdom of the Netherlands,ja,オランダ王国
The Breasts of Tiresias,ja,ティレジアスの乳房
The Song of the Volga Boatmen,ja,ヴォルガの舟歌
Kara Ahmed Pasha Mosque,ja,カラ・アフメト・パシャ・ジャーミイ
When Calls the Heart,ja,こころ呼ぶとき
Canadian-American,ja,カナダ系アメリカ人
Soar High!,ja,飛べ!イサミ
Isami,ja,いさみ
Kirill Vladimirovich,ja,Kirill Vladimirovich
Russia,ja,ロシア
1000 Song Challenge,ja,挑戦1000曲
Symphony No. 1,ja,Symphony No. 1
Cuthbert Calculus,ja,ビーカー教授
Knights of the Round Table,ja,円卓の騎士
Arthurian romance,ja,アーサー王物語
Piano Trio No. 2,ja,ピアノ三重奏曲第2番 (メンデルスゾーン)
Franz Schubert,ja,フランツ・シューベルト
Rara Anzai,ja,安齋らら
Albert I of Saxony,ja,アルベルト
Saxony,ja,ザクセン州
Albert I,ja,アルベール1世
Graça Convent,ja,コンヴェント・ダ・グラサ教会
Lisbon,ja,リスボン
Piano Sonata No. 8,ja,ピアノソナタ第8番
Mozart,ja,ヴォルフガング・アマデウス・モーツァルト
Justice League Watchtower,ja,ウォッチタワー
Woman Times Seven,ja,女と女と女たち
Banz Abbey,ja,バンツ修道院
String Quartet No. 13,ja,弦楽四重奏曲第13番 (ベートーヴェン)
The Girl in the Red Velvet Swing,ja,夢去りぬ (映画)
common ostrich,ja,ダチョウ
ostriches,ja,ostriches
Mass in C major,ja,ミサ曲 ハ長調
Beethoven,ja,ルートヴィヒ・ヴァン・ベートーヴェン
Ballade No. 2 in F major,ja,バラード第2番
Ballade No. 2,ja,バラード第2番
F major,ja,ヘ長調
Op. 38,ja,バラード第2番
Mio,ja,ミオ
My Son,ja,My Son
"Mio, My Son",ja,ミオよ わたしのミオ
On Murder Considered as one of the Fine Arts,ja,芸術の一分野として見た殺人
On Murder Considered,ja,芸術の一分野として見た殺人
Death Eaters,ja,死喰い人
Lord Voldemort,ja,ヴォルデモート
Harry Potter series,ja,ハリー・ポッターシリーズ
The Thin Blue Line,ja,The Thin Blue Line
H₂O: Mermaid Adventures,ja,H₂O：マーメイド・アドベンチャー
zero-energy building standards,ja,zero-energy building standards
zero-energy buildings,ja,zero-energy buildings
zero-energy building projects,ja,zero-energy building projects
Idol Incidents,ja,アイドル事変
Lenin's Mausoleum,ja,レーニン廟
Lenin,ja,ウラジーミル・レーニン
Quidditch Through the Ages,ja,クィディッチ今昔
Ministry of Magic,ja,魔法省
Ukrainian Catholic University,ja,ウクライナ・カトリック大学
All About My Mom,ja,お願い、ママ
Guillermo Belio,ja,シコデリコ・ジュニア
automobile,ja,自動車
Nativity Convent,ja,生神女誕生修道院
Nigeria,ja,ナイジェリア
Hurrian,ja,フルリ語
Argonauts,ja,Argonauts
Western Pacific,ja,ウエストパック銀行
